Produtos;Embal;Operacoeses Comerciais;Itens Vendidos;Quantidade;Valor;% Part.;Custo Total;$ Lucrativ.;% Lucrativ.;;;out/21;set/21;ago/21;jul/21;jun/21;mai/21;abr/21;mar/21;fev/21;jan/21;dez/20;nov/20;out/20;set/20;ago/20;jul/20;jun/20;mai/20;abr/20;mar/20;fev/20;jan/20;dez/19;nov/19;out/19;set/19;ago/19;jul/19;jun/19;mai/19;abr/19;mar/19;fev/19;jan/19;dez/18;nov/18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZZ.SW.000 - AREIA - E - SHERWIN - NOVACOR ACR FS;GALAO;1687;3;4;R$ 833;71;2;20%;R$ 578;14;;R$ 255;57;4420;60%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;33;0;0;0;0;0;0;505;64;0;0;0;0;0;0;0;0;0;0;247;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
25.07.001 - ESMALTE FLUOR ECO CITRUS (PUKET)1/4;UNIDA;48;4;6;R$ 833;30;2;20%;R$ 300;0;;R$ 533;30;17776;70%;;0;0;0;0;0;0;559;47;273;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.04.007 - LATEX ACR ACET CROMANIL ANIL INTENSO (3) 1/4;UNIDA;15;7;8;R$ 832;6;2;20%;R$ 126;88;;R$ 705;18;55578;50%;;0;0;0;0;104;0;312;6;104;0;0;0;312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
05.08.002 - REMOVEDOR GEL ANJO GL;UNIDA;8;8;10;R$ 831;84;2;20%;R$ 516;22;;R$ 315;62;6114;10%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;135;0;0;0;184;30;92;15;0;0;92;15;95;0;0;0;0;0;0;0;0;0;0;0;119;0;0;0;0;0;114;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
10.03.003 - PRIMER EPOXI BRAZILIAN GL (CATALIZADOR SEPARADO);UNIDA;12;5;5;R$ 831;74;2;20%;R$ 431;70;;R$ 400;4;9266;60%;;0;0;0;0;360;42;0;0;0;0;0;0;471;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SH.000 - CINZA DE GRIFE - LANGUAGE OF COLORS - - DECORA MATTE FO;16L;231;3;3;R$ 831;0;2;20%;R$ 592;75;;R$ 238;25;4019;40%;;0;0;0;0;0;0;0;0;0;0;0;0;474;80;0;0;356;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.07.010 - TEXTURA CROMANIL  AMOR 1/4;UNIDA;8;8;9;R$ 821;76;2;10%;R$ 248;40;;R$ 573;36;23082;10%;;0;0;106;0;0;0;0;0;0;0;212;0;0;0;96;71;0;0;8;25;0;0;0;0;99;70;99;70;0;0;0;0;0;0;0;0;0;0;199;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
33.04.002 - ROLO ANTI GOTA TIGRE 23CM 1376 AMARELO;UNIDA;36;36;43;R$ 817;91;2;10%;R$ 175;1;;R$ 642;90;36735;0%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;90;0;0;0;0;0;0;0;0;0;0;78;39;70;9;79;60;172;30;40;0;79;20;79;33;20;0;40;0;139;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.005 - CROMANIL ESMALTE ACET ANIL 3  1/4;UNIDA;29;6;7;R$ 810;72;2;10%;R$ 805;0;;R$ 5;72;71;10%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;0;230;0;0;0;110;72;0;0;0;0;0;0;355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SW.000 - ENSEADA VERMELHA - W - SHERWIN - M-LTX REQUINTE SUPER;GALAO;1687;2;4;R$ 804;8;2;10%;R$ 651;84;;R$ 152;24;2335;50%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;804;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SW.000 - MYSTIQUE - XY - SHERWIN - NOVO M-LTX ACR FS;LATA;1687;1;2;R$ 801;74;2;10%;R$ 515;0;;R$ 286;74;5567;80%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;801;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.01.001 - ESTOPA 200GR;UNIDA;123;123;159;R$ 801;69;2;10%;R$ 273;53;;R$ 528;16;19309;0%;;0;0;19;50;13;5;39;0;6;50;32;50;0;0;12;90;70;20;48;81;48;12;19;30;19;45;29;15;53;75;48;80;19;70;44;10;76;95;19;31;33;80;58;61;19;60;39;20;14;69;4;90;0;0;9;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - GRISALHO - A2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;5;6;R$ 801;10;2;10%;R$ 512;9;;R$ 289;1;5643;70%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;485;68;0;0;0;0;265;54;0;0;0;0;0;0;49;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SW.000 - RENDA MARFIM - XY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;3;3;R$ 800;35;2;10%;R$ 568;91;;R$ 231;44;4068;10%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;27;0;0;386;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;312;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.07.045 - TEXTURA CROMANIL  JEANS ESTONADO LT;UNIDA;1;1;1;R$ 798;0;2;10%;R$ 798;0;; R$ -   ;0;0%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
13.07.050 - TEXTURA CROMANIL  MARTE LT;UNIDA;1;1;1;R$ 798;0;2;10%;R$ 798;0;; R$ -   ;0;0%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
13.07.063 - TEXTURA CROMANIL  TURQUESA 1/4;UNIDA;9;9;11;R$ 796;93;2;10%;R$ 295;10;;R$ 501;83;17005;40%;;0;0;84;90;0;0;0;0;0;0;0;0;169;80;62;84;79;70;159;40;0;0;1;19;0;0;0;0;0;0;0;0;0;0;159;40;0;0;0;0;0;0;0;0;0;0;79;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SW.000 - SARAPATEU - W - SHERWIN - NOVO M-LTX ACR FS;LATA;1687;1;1;R$ 793;4;2;10%;R$ 549;95;;R$ 243;9;4420;20%;;0;0;0;0;0;0;0;0;793;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
31.21.001 - NOVA COR AZULEJO EPOXI ACET BRANCO GL;UNIDA;3;2;4;R$ 792;18;2;10%;R$ 483;68;;R$ 308;50;6378;20%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;388;5;404;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - PRATA - A2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;7;8;R$ 790;80;2;10%;R$ 515;22;;R$ 275;58;5348;80%;;0;0;60;39;188;9;0;0;0;0;0;0;0;0;154;92;0;0;0;0;49;87;133;4;0;0;0;0;0;0;0;0;0;0;0;0;204;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
31.18.002 - SELADORA METALATEX GL;UNIDA;6;6;9;R$ 790;31;2;10%;R$ 560;52;;R$ 229;79;4099;60%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177;98;0;0;175;33;0;0;0;0;0;0;0;0;267;0;170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SW.000 - FEIJOADA - W - SHERWIN - NOVO M-LTX ACR FS;LATA;1687;1;1;R$ 788;38;2;0%;R$ 524;72;;R$ 263;66;5024;80%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;788;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - OCIO CRIATIVO - A2 - SELFCOLOR - FOSCO COMPLETO;16L;1574;3;3;R$ 785;60;2;0%;R$ 589;81;;R$ 195;79;3319;50%;;0;0;0;0;0;0;528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128;80;128;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SW.000 - CLARA EM NEVE - XY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;3;4;R$ 783;19;2;0%;R$ 520;4;;R$ 263;15;5060;20%;;0;0;0;0;0;0;0;0;130;20;0;0;37;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;615;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - PASSADO INTENSO - C2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;2;2;R$ 782;62;2;0%;R$ 566;86;;R$ 215;76;3806;20%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;391;31;0;0;391;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SW.000 - BRONZE CONECTADO - W - SHERWIN - M-LTX ESM ECO ACET;GALAO;1687;2;4;R$ 782;6;2;0%;R$ 475;72;;R$ 306;34;6439;50%;;0;0;0;0;0;0;0;0;0;0;206;35;0;0;575;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.07.096 - LUMINUZ OURO GL;UNIDA;5;5;5;R$ 779;56;2;0%;R$ 798;50;;-R$ 18;94;-237;20%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;169;70;333;98;0;0;0;0;0;0;0;0;0;0;0;0;182;38;93;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
25.11.017 - SUVINIL ACRILICO FOSCO CRIATIVA LENCOL DE LINHO LT;UNIDA;8;1;2;R$ 778;0;2;0%;R$ 644;72;;R$ 133;28;2067;30%;;0;0;0;0;778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SH.000 - AZUL PETROLEO* - LANGUAGE OF COLORS - - DECORA MATTE FO;3.2L;231;3;4;R$ 776;32;2;0%;R$ 483;0;;R$ 293;32;6072;90%;;0;0;0;0;0;0;0;0;776;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12.01.001 - ESMALTE CORAL ACET BRANCO 1/4;UNIDA;34;21;21;R$ 775;65;2;0%;R$ 401;55;;R$ 374;10;9316;40%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119;70;0;0;39;90;78;60;39;90;39;90;39;90;0;0;34;89;0;0;69;80;34;90;34;90;34;90;68;76;34;90;0;0;104;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
05.02.002 - ESMALTE ANJO METALICO ACO CORTEIN GL;UNIDA;4;4;4;R$ 774;81;2;0%;R$ 302;44;;R$ 472;37;15618;60%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;199;70;0;0;195;71;0;0;0;0;179;70;0;0;0;0;199;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
07.15.037 - TRINCHA ATLAS 417  2;UNIDA;53;53;65;R$ 774;76;2;0%;R$ 362;77;;R$ 411;99;11356;80%;;13;9;25;66;38;8;35;70;35;70;59;60;23;80;0;0;82;59;69;94;11;90;35;70;23;80;0;0;35;70;23;80;11;90;11;90;0;0;58;60;35;70;0;0;70;20;71;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SW.000 - AZUL PETROLEO - W - SHERWIN - M-LTX REQUINTE SUPER;LATA;1687;1;1;R$ 767;17;2;0%;R$ 499;66;;R$ 267;51;5353;80%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;767;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12.01.003 - ESMALTE CORAL ACETINADO BRANCO SECAGEM RAPIDA 1/4;UNIDA;41;20;21;R$ 763;41;2;0%;R$ 442;72;;R$ 320;69;7243;60%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;90;39;90;78;60;118;51;8;40;0;0;0;0;0;0;37;90;37;90;111;18;0;0;101;62;75;80;37;90;0;0;37;90;0;0;37;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.07.021 - TEXTURA CROMANIL  BURACO NEGRO LT;UNIDA;1;1;1;R$ 761;61;2;0%;R$ 100;0;;R$ 661;61;66161;0%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;761;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SW.000 - PRATA - XY - SHERWIN - NOVO M-LTX ACR FS;LATA;1687;2;2;R$ 760;80;2;0%;R$ 567;60;;R$ 193;20;3403;80%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;760;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SW.000 - RABO DE ANDORINHA - Z - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;5;5;R$ 760;37;2;0%;R$ 483;60;;R$ 276;77;5723;10%;;0;0;0;0;0;0;0;0;0;0;0;0;142;6;43;20;0;0;0;0;0;0;0;0;0;0;0;0;111;72;0;0;0;0;0;0;0;0;0;0;35;59;0;0;427;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SW.000 - FIBRA DE BAMBU - XY - SHERWIN - M-LTX REQUINTE SUPER;GALAO;1687;4;4;R$ 759;62;2;0%;R$ 497;57;;R$ 262;5;5266;60%;;0;0;0;0;0;0;0;0;0;0;533;16;0;0;187;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
15.04.001 - SILICONE BISNAGA 50 GR;UNIDA;70;70;82;R$ 758;71;2;0%;R$ 334;5;;R$ 424;66;12712;50%;;43;20;21;60;32;40;21;28;30;95;32;28;43;28;17;80;17;80;98;0;17;17;17;80;70;93;35;0;19;91;35;44;35;60;8;90;17;80;43;67;17;80;26;70;17;80;8;90;8;90;0;0;0;0;0;0;17;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SW.000 - ROSA VINTAGE - XY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;3;3;R$ 758;18;2;0%;R$ 495;44;;R$ 262;74;5303;20%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;481;3;128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.09.003 - LUMINUZ PRATA LT;UNIDA;2;1;1;R$ 758;0;2;0%;R$ 115;10;;R$ 642;90;55855;80%;;0;0;0;0;758;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.053 - FSC COMPLETO A2 3.20;3.2L;3;3;6;R$ 753;95;2;0%;R$ 583;24;;R$ 170;71;2926;90%;;0;0;0;0;0;0;367;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;386;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
30.02.002 - EXTERMINADOR DE CUPIM  GL;UNIDA;6;6;6;R$ 753;41;2;0%;R$ 389;32;;R$ 364;9;9351;90%;;0;0;0;0;0;0;164;90;0;0;0;0;0;0;0;0;0;0;119;81;0;0;0;0;0;0;233;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119;90;115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.04.007 - CROMANIL REQ ANIL INTENSO 3 1/4;UNIDA;15;7;7;R$ 749;4;1;90%;R$ 111;2;;R$ 638;2;57468;90%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;0;195;3;0;0;0;0;118;67;237;34;0;0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
31.24.022 - SUMADUR KIT MUNSELL N 6;5 COMP B;UNIDA;1;1;2;R$ 747;88;1;90%;R$ 473;;34;R$ 274;54;5800;10%;;0;0;0;0;0;0;0;0;0;0;747;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZZ.SW.033 - CLR MET REQ - SUPERLAVAVEL ACETINADO - XY;16L;2;2;2;R$ 747;80;1;90%;R$ 546;50;;R$ 201;30;3683;40%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;385;90;0;0;0;0;0;0;0;0;0;0;0;0;361;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
31.24.004 - VERNIZ SW FILTRO SOLAR ACETINADO 1/4;UNIDA;13;13;14;R$ 747;64;1;90%;R$ 363;40;;R$ 384;24;10573;50%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;0;0;0;0;0;0;0;0;0;54;70;54;70;164;10;0;0;54;70;109;40;53;4;0;0;0;0;0;0;0;0;99;0;49;50;0;0;0;0;49;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
07.15.031 - TRINCHA ATLAS AT415  21/2;UNIDA;30;30;35;R$ 747;20;1;90%;R$ 226;57;;R$ 520;63;22978;80%;;0;0;52;26;26;7;21;90;43;80;21;24;0;0;43;21;64;50;43;0;21;50;0;0;21;50;0;0;21;50;21;50;0;0;21;50;0;0;0;0;63;64;21;50;0;0;0;0;88;72;63;86;0;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - OURO BRANCO - A2 - SELFCOLOR - TOQUE DE SEDA;16L;1574;2;2;R$ 747;17;1;90%;R$ 544;53;;R$ 202;64;3721;40%;;0;0;0;0;0;0;0;0;217;58;0;0;0;0;0;0;0;0;529;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - BOBO DE CAMARAO - C2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;2;3;R$ 746;50;1;90%;R$ 495;50;;R$ 251;0;5065;60%;;0;0;0;0;260;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;486;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SH.000 - MEDITACAO - LANGUAGE OF COLORS - - DECORA MATTE FO;16L;231;4;4;R$ 743;95;1;90%;R$ 486;85;;R$ 257;10;5280;90%;;517;60;0;0;0;0;0;0;0;0;0;0;0;0;226;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SW.000 - PRAIA MANSA - XY - SHERWIN - M-LTX REQUINTE SUPER;GALAO;1687;4;4;R$ 742;25;1;90%;R$ 516;10;;R$ 226;15;4381;90%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128;26;110;10;115;41;0;0;388;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
25.11.003 - SUVINIL ACR FSC BASE A LATA;UNIDA;1;1;2;R$ 739;80;1;90%;R$ 539;34;;R$ 200;46;3716;80%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;739;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SW.000 - CASCA DE COCO - W - SHERWIN - NOVO M-LTX ACR FS;LATA;1687;2;2;R$ 738;72;1;90%;R$ 491;26;;R$ 247;46;5037;30%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;738;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - ANOITECER - B2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;5;6;R$ 736;49;1;90%;R$ 547;13;;R$ 189;36;3461;0%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;123;48;0;0;187;27;0;0;187;27;187;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - POTE DE OURO - C2 - SELFCOLOR - TOQUE DE SEDA;3.2L;1574;2;3;R$ 735;44;1;90%;R$ 520;11;;R$ 215;33;4140;10%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;492;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;242;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
31.11.035 - NOVA COR PISO AZUL 1/4;UNIDA;22;22;26;R$ 733;54;1;90%;R$ 381;95;;R$ 351;59;9205;10%;;0;0;0;0;31;4;0;0;32;0;29;90;29;90;0;0;29;90;29;90;89;70;0;0;117;80;0;0;59;60;116;50;0;0;0;0;0;0;71;70;0;0;0;0;23;90;0;0;71;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
31.03.001 - ESMALTE NOVA COR FOSCO PRETO  1/16;UNIDA;51;51;55;R$ 730;78;1;90%;R$ 326;38;;R$ 404;40;12390;50%;;16;60;33;20;27;80;13;90;27;80;107;20;64;50;38;70;0;0;12;20;36;60;24;40;36;23;35;70;13;50;27;0;67;50;26;45;0;0;0;0;27;0;0;0;0;0;27;0;54;0;13;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SW.000 - IMPORT IVORY - XY - SHERWIN - NOVO M-LTX ACR FS;LATA;1687;2;2;R$ 730;63;1;90%;R$ 555;66;;R$ 174;97;3148;90%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;730;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
