Produtos,Embal,Operacoeses_Comerciais,Itens_Vendidos,Quantidade,Valor,% Part.,Custo_Total,Lucrativo-%,Lucrativo-$
07.15.014 - TRINCHA ATLAS 396   3/4,UNIDA,68.00,68.00,75.00,441.00,56.00,1.00,10%,108.00
02.01.014 - DESEMPENADEIRA ACO LISA ABERTA COMPEL,UNIDA,15.00,15.00,15.00,441.00,16.00,1.00,10%,411.00
ZZ.SW.000 - VERDE ARCAICO - Z - SHERWIN - M-LTX ESM ECO ACET,GALAO,"1,687.00",2.00,4.00,441.00,16.00,1.00,10%,241.00
ZZ.SV.000 - PRACA NO INVERNO - A2 - CORAL - FOSCO COMPLETO,3.2L,"1,574.00",2.00,3.00,440.00,74.00,1.00,10%,266.00
ZZ.SW.000 - ONLINE - XY - SHERWIN - NOVO M-LTX ACR FS,GALAO,"1,687.00",5.00,5.00,438.00,72.00,1.00,10%,258.00
ZZ.SH.000 - OURO CAIRO - LANGUAGE OF COLORS - - CORALIT ULTRA RESIST,3.2L,231.00,2.00,4.00,438.00,0.00,1.00,10%,253.00
ZZ.SW.000 - AZEVEM - LY - SHERWIN - M-LTX REQUINTE SUPER,GALAO,"1,687.00",1.00,3.00,437.00,82.00,1.00,10%,262.00
07.01.036 - PORTA TRINCHA ATLAS,UNIDA,17.00,17.00,18.00,436.00,60.00,1.00,10%,195.00
31.02.006 - CORANTE BISNAGA OCRE,UNIDA,51.00,51.00,76.00,433.00,78.00,1.00,10%,197.00
ZZ.SW.000 - RENDA DA RAINHA - XY - SHERWIN - M-LTX REQUINTE SUPER,LATA,"1,687.00",1.00,1.00,433.00,62.00,1.00,10%,296.00
ZZ.SH.000 - OURO CAIRO - LANGUAGE OF COLORS - - DECORA MATTE FO,3.2L,231.00,1.00,2.00,433.00,51.00,1.00,10%,257.00
07.09.008 - PINCEL AT951 ATLAS 10,UNIDA,34.00,34.00,37.00,431.00,68.00,1.00,10%,83.00
ZZ.SW.036 - CLR MET REQ - SUPERLAVAVEL ACETINADO - Z,16L,1.00,1.00,1.00,430.00,55.00,1.00,10%,326.00
ZZ.SV.000 - CORTICA - A2 - SELFCOLOR - FOSCO COMPLETO,16L,"1,574.00",3.00,4.00,430.00,42.00,1.00,10%,486.00
ZZ.SV.000 - VERDE-EXERCITO - C2 - SELFCOLOR - FOSCO COMPLETO,3.2L,"1,574.00",1.00,2.00,430.00,20.00,1.00,10%,305.00
31.02.002 - CORANTE BISNAGA AMARELO,UNIDA,57.00,57.00,73.00,429.00,20.00,1.00,10%,201.00
16.03.022 - LIXA DE FERRO 180,UNIDA,34.00,33.00,144.00,428.00,86.00,1.00,10%,196.00
07.07.003 - PROTETOR PARA PISO ATLAS,UNIDA,4.00,4.00,5.00,428.00,70.00,1.00,10%,219.00
11.03.122 - SPRAY MOON LIGHT,UNIDA,5.00,5.00,7.00,428.00,30.00,1.00,10%,283.00
ZZ.SW.000 - MEL DE ABELHA - F - SHERWIN - NOVACOR ACR FS,LATA,"1,687.00",1.00,1.00,428.00,19.00,1.00,10%,301.00
ZZ.SW.000 - ARMADURA DE METAL - Z - SHERWIN - NOVO M-LTX ACR FS,GALAO,"1,687.00",4.00,4.00,428.00,5.00,1.00,10%,242.00
ZZ.SW.093 - CLR NOV ACR - FOSCO - F,800ML,2.00,2.00,4.00,428.00,0.00,1.00,10%,125.00
ZZ.SV.000 - BODAS DE PRATA - MARMOR - SELFCOLOR - MASSA PARA EFEITOS /,2.88L,"1,574.00",2.00,3.00,427.00,88.00,1.00,10%,242.00
07.01.041 - LIXADEIRA ATLAS,UNIDA,12.00,12.00,12.00,427.00,11.00,1.00,10%,281.00
ZZ.SW.000 - SWEEPING BLUE - XY - SHERWIN - M-LTX ESM SINT ACET,GALAO,"1,687.00",3.00,5.00,426.00,89.00,1.00,10%,262.00
ZZ.SV.000 - CASCA DE ARVORE - B2 - SELFCOLOR - FOSCO COMPLETO,16L,"1,574.00",1.00,1.00,426.00,68.00,1.00,10%,330.00
ZZ.SW.000 - CINZA FUNCIONAL SW 7024 MET ACR FOSCO - METALATEX ACRILICO,16L,"1,687.00",1.00,1.00,425.00,51.00,1.00,10%,116.00
ZZ.SV.000 - AREIA - A2 - READY MIX - FOSCO COMPLETO,3.2L,"1,574.00",4.00,5.00,425.00,9.00,1.00,10%,256.00
ZZ.SW.000 - CRISTA DOURADA - VY - SHERWIN - NOVO M-LTX ACR FS,LATA,"1,687.00",1.00,1.00,424.00,47.00,1.00,10%,311.00
ZZ.SW.000 - DELICIA DE ABACAXI - XY - SHERWIN - NOVO M-LTX ACR FS,GALAO,"1,687.00",2.00,2.00,423.00,95.00,1.00,10%,281.00
13.05.016 - CROMANIL CHROMA KEY VERDE 1/4,UNIDA,6.00,4.00,6.00,423.00,89.00,1.00,10%,184.00
ZZ.SV.000 - NIQUEL - MARMOR2 - SELFCOLOR - MASSA PARA EFEITOS /,2.88L,"1,574.00",2.00,3.00,423.00,87.00,1.00,10%,236.00
34.01.019 - VIAFLEX PRETO BALDE 18 KG,UNIDA,2.00,2.00,2.00,423.00,55.00,1.00,10%,244.00
ZZ.SV.000 - ANTURIO - C2 - SELFCOLOR - FOSCO COMPLETO,3.2L,"1,574.00",3.00,3.00,421.00,41.00,1.00,10%,340.00
ZZ.SV.000 - PORTO DE PEDRAS - A2 - CORAL - TOQUE DE SEDA,3.2L,"1,574.00",2.00,2.00,421.00,30.00,1.00,10%,247.00
ZZ.SV.000 - ELEFANTE - B2 - SELFCOLOR - TOQUE DE SEDA,3.2L,"1,574.00",4.00,4.00,420.00,38.00,1.00,10%,255.00
07.01.043 - PISTOLA ATLAS,UNIDA,12.00,12.00,12.00,419.00,60.00,1.00,10%,225.00
ZZ.SW.000 - CINZA DORICO - XY - SHERWIN - M-LTX REQUINTE SUPER,GALAO,"1,687.00",3.00,3.00,418.00,86.00,1.00,10%,236.00
23.01.026 - PINO PRETO,UNIDA,31.00,31.00,43.00,418.00,39.00,1.00,10%,94.00
07.07.004 - MASCARA AZUL COM VALVULA 3M,UNIDA,21.00,11.00,53.00,418.00,16.00,1.00,10%,129.00
ZZ.SW.000 - JACARANDA-MIMOSO - F - SHERWIN - NOVACOR ACR FS,LATA,"1,687.00",1.00,1.00,418.00,12.00,1.00,10%,296.00
ZZ.SW.000 - DIRECT GREEN SW 6924 CLR MET ACR FOSCO - COLOR METALATEX ACRI,16L,"1,687.00",1.00,1.00,417.00,10.00,1.00,10%,109.00
ZZ.SW.000 - CISNE-NEGRO - W - SHERWIN - M-LTX ESM SINT ACET,GALAO,"1,687.00",2.00,3.00,417.00,0.00,1.00,10%,374.00
07.03.006 - ESPATULA MULTIUSO13,1CM ATLAS,UNIDA,15.00,15.00,15.00,416.00,47.00,1,0.10
11.03.096 - SPRAY METALLIK PRATA,UNIDA,12.00,12.00,14.00,416.00,24.00,1.00,10%,261.00
ZZ.SV.000 - AZUL-INFINITO - B2 - SELFCOLOR - TOQUE DE SEDA,3.2L,"1,574.00",2.00,2.00,414.00,30.00,1.00,10%,289.00
21.04.001 - FOSFATOX 500 ML,UNIDA,12.00,12.00,13.00,413.00,76.00,1.00,10%,89.00
07.09.010 - PINCEL AT951 ATLAS 14,UNIDA,26.00,26.00,30.00,413.00,57.00,1.00,10%,77.00
ZZ.SV.000 - INVERNO SECO - A2 - SELFCOLOR - FOSCO COMPLETO,3.2L,"1,574.00",4.00,5.00,413.00,44.00,1.00,10%,272.00
31.21.002 - NOVA COR AZULEJO EPOXI ACET CORES GL,UNIDA,1.00,1.00,2.00,413.00,31.00,1.00,10%,231.00
31.04.033 - ESMALTE NOVA COR BRILH BRANCO 1/16,UNIDA,33.00,33.00,33.00,413.00,14.00,1.00,10%,174.00
ZZ.SV.000 - TITANIO - B2 - SELFCOLOR - FOSCO COMPLETO,3.2L,"1,574.00",3.00,3.00,413.00,13.00,1.00,10%,243.00
ZZ.SW.000 - C-99RR 07/325 - W - SHERWIN - M-LTX REQUINTE SUPER,GALAO,"1,687.00",2.00,2.00,412.00,37.00,1.00,10%,253.00
23.01.038 - SERRA DUPLA IRWIN,UNIDA,37.00,37.00,42.00,409.00,55.00,1.00,10%,132.00
15.01.009 - PANO DE CHAO SIMPLES,UNIDA,42.00,42.00,104.00,409.00,20.00,1.00,10%,208.00
ZZ.SW.000 - VERDE PASTO - W - SHERWIN - NOVO M-LTX ACR FS,GALAO,"1,687.00",2.00,2.00,408.00,88.00,1.00,10%,247.00
ZZ.SW.000 - BRANCO GELO - XY - SHERWIN - NOVO M-LTX ACR FS,GALAO,"1,687.00",5.00,6.00,408.00,53.00,1.00,10%,239.00
04.01.005 - SELADOR ANDRA KG,UNIDA,2.00,2.00,125.00,5.00,408.00,39.00,1,0.10
11.03.041 - SPRAY ARTE URBANA LARANJA,UNIDA,14.00,14.00,18.00,407.00,14.00,1.00,10%,268.00
ZZ.SV.000 - ANDALUZ - C2 - SELFCOLOR - TOQUE DE SEDA,3.2L,"1,574.00",2.00,2.00,406.00,80.00,1.00,10%,245.00
ZZ.SW.000 - PALACIO DE MARFIM - E - SHERWIN - NOVACOR ACR FS,GALAO,"1,687.00",2.00,2.00,406.00,46.00,1.00,10%,280.00
ZZ.SH.000 - LARANJA PEQUIM - LANGUAGE OF COLORS - - DECORA MATTE FO,3.2L,231.00,1.00,2.00,406.00,40.00,1.00,10%,236.00
11.03.100 - SPRAY PLASTICO BRANCO FOSCO,UNIDA,7.00,7.00,11.00,405.00,69.00,1.00,10%,263.00
16.03.023 - LIXA DE FERRO 220,UNIDA,60.00,49.00,137.00,405.00,42.00,1.00,10%,182.00
32.01.024 - FELTRO SINTETICO RETANGULAR PRETO 4442,UNIDA,8.00,8.00,11.00,404.00,49.00,1.00,10%,150.00
ZZ.SW.000 - DARMA SW 7014 MET ACR FOSCO - METALATEX ACRILICO,3.2L,"1,687.00",1.00,4.00,403.00,16.00,1.00,0%,207.00
31.24.015 - VERNIZ SW FILTRO SOLAR BRILHANTE MOGNO GL,UNIDA,3.00,3.00,3.00,403.00,6.00,1.00,0%,265.00
13.04.004 - CROMANIL REQ ANIL 2 1/4,UNIDA,3.00,2.00,4.00,403.00,0.00,1.00,0%,63.00
ZZ.SW.000 - C-10BB 15/154 - Z - SHERWIN - M-LTX ESM SINT ACET,GALAO,"1,687.00",2.00,3.00,402.00,96.00,1.00,0%,231.00
07.06.001 - LUVA BORRACHA G,UNIDA,31.00,31.00,39.00,402.00,80.00,1.00,0%,232.00
12.03.015 - REPARADOR FLEXIVEL ALABASTINE,UNIDA,10.00,10.00,13.00,402.00,78.00,1.00,0%,173.00
ZZ.SH.000 - AFAGO - LANGUAGE OF COLORS - - DECORA MATTE FO,16L,231.00,1.00,1.00,402.00,70.00,1.00,0%,284.00
31.24.002 - VERNIZ ACRILICO SW  GL,UNIDA,10.00,4.00,4.00,401.00,50.00,1.00,0%,248.00
31.07.017 - ZARCAO ECO 1/4,UNIDA,5.00,5.00,9.00,400.00,82.00,1.00,0%,213.00
11.03.079 - SPRAY FOSFORESCENTE,UNIDA,8.00,8.00,9.00,399.00,90.00,1.00,0%,272.00
20.02.002 - ESMALTE LUKS ACET BRANCO GL,UNIDA,2.00,2.00,4.00,398.00,80.00,1.00,0%,197.00
ZZ.SW.181 - BASE XY NOVO M-LTX ACR FS,QUART,10.00,10.00,11.00,398.00,40.00,1.00,0%,213.00
ZZ.SW.000 - BEGE FAMILIAR - XY - SHERWIN - M-LTX REQUINTE SUPER,LATA,"1,687.00",1.00,1.00,398.00,18.00,1.00,0%,274.00
33.04.004 - ROLO LA TIGRE 09 CM,UNIDA,23.00,23.00,26.00,397.00,57.00,1.00,0%,413.00
26.03.001 - AGUA RAZ NATRIELLI 900 ML,UNIDA,103.00,21.00,24.00,396.00,86.00,1.00,0%,169.00
07.01.010 - CABO EXTENSOR REF.18004 - 4 MT  ATLAS,UNIDA,2.00,2.00,2.00,396.00,0.00,1.00,0%,204.00
ZZ.SW.000 - COLUNA ROMANA - XY - SHERWIN - M-LTX ESM ECO ACET,GALAO,"1,687.00",4.00,4.00,396.00,0.00,1.00,0%,231.00
ZZ.SW.000 - NAVAL - W - SHERWIN - M-LTX REQUINTE SUPER,GALAO,"1,687.00",3.00,4.00,395.00,73.00,1.00,0%,248.00
31.07.006 - FUNDO BRANCO FOSCO NOVA COR 1/4,UNIDA,11.00,10.00,11.00,395.00,66.00,1.00,0%,202.00
ZZ.SW.000 - CEU TEMPESTUOSO - Z - SHERWIN - NOVO M-LTX ACR FS,GALAO,"1,687.00",2.00,3.00,395.00,25.00,1.00,0%,271.00
ZZ.SH.000 - ESCRITA ANTIGA - LANGUAGE OF COLORS - - DECORA MATTE FO,3.2L,231.00,1.00,2.00,395.00,20.00,1.00,0%,235.00
ZZ.SW.000 - REALEZA AZUL - W - SHERWIN - M-LTX REQUINTE SUPER,GALAO,"1,687.00",2.00,2.00,395.00,19.00,1.00,0%,231.00
ZZ.SV.000 - BERINJELA - C2 - SELFCOLOR - FOSCO COMPLETO,3.2L,"1,574.00",1.00,2.00,395.00,16.00,1.00,0%,279.00
19.01.002 - RASPADOR MINI,UNIDA,24.00,24.00,31.00,393.00,84.00,1.00,0%,155.00
ZZ.SV.000 - CORTINA INFANTIL - A2 - SELFCOLOR - FOSCO COMPLETO,3.2L,"1,574.00",1.00,2.00,393.00,54.00,1.00,0%,229.00
30.03.001 - SELADORA CONCENTRADA  SAYERLACK 1/4,UNIDA,10.00,10.00,10.00,393.00,4.00,1.00,0%,217.00
ZZ.SW.000 - FLORESTA TROPICAL - W - SHERWIN - NOVO M-LTX ACR FS,GALAO,"1,687.00",3.00,4.00,392.00,88.00,1.00,0%,227.00
ZZ.SW.000 - A TARDE SW 6675 MET ACR FOSCO - METALATEX ACRILICO,16L,"1,687.00",1.00,1.00,392.00,83.00,1.00,0%,99.00
ZZ.SW.000 - VENTOS DE MARCO - XY - SHERWIN - M-LTX ESM ECO ACET,GALAO,"1,687.00",3.00,3.00,392.00,78.00,1.00,0%,229.00
ZZ.SW.000 - TELA CINZA - XY - SHERWIN - NOVO M-LTX ACR FS,GALAO,"1,687.00",4.00,6.00,392.00,57.00,1.00,0%,241.00
ZZ.SW.000 - MORRO DO CARECA - XY - SHERWIN - NOVO M-LTX ACR FS,LATA,"1,687.00",1.00,1.00,391.00,72.00,1.00,0%,258.00
ZZ.SW.003 - CLR MET ACR - SEMI-BRILHO - XY,16L,1.00,1.00,1.00,391.00,0.00,1.00,0%,289.00
ZZ.SV.000 - GOIABADA - C2 - SELFCOLOR - ESMALTE SECA RAPIDO,3.2L,"1,574.00",1.00,2.00,390.00,38.00,1.00,0%,276.00
ZZ.SW.000 - VERDES VALES - W - SHERWIN - M-LTX ESM ECO ACET,GALAO,"1,687.00",2.00,2.00,390.00,32.00,1.00,0%,225.00
ZZ.SW.000 - BLUE BEYOND - XY - SHERWIN - M-LTX ESM ECO ACET,GALAO,"1,687.00",3.00,7.00,390.00,25.00,1.00,0%,222.00
09.03.002 - REJUNTE BRANDUR KG,UNIDA,67.00,67.00,90.00,390.00,9.00,1.00,0%,151.00
ZZ.SW.002 - CLR MET ACR - SEMI-BRILHO - XY,3.2L,2.00,2.00,3.00,390.00,8.00,1.00,0%,241.00
ZZ.SW.000 - PASTEL DE NATA - VY - SHERWIN - NOVO M-LTX ACR FS,GALAO,"1,687.00",3.00,4.00,390.00,5.00,1.00,0%,220.00
ZZ.SV.000 - ESCONDERIJO - C2 - SELFCOLOR - FOSCO COMPLETO,3.2L,"1,574.00",2.00,2.00,389.00,98.00,1.00,0%,224.00
13.09.018 - VERNIZ ACRILICO SEMI BRILHO CROMANIL 18 LTS,UNIDA,1.00,1.00,1.00,389.00,90.00,1.00,0%,139.00
ZZ.SW.000 - ESCRITA ANTIGA - W - SHERWIN - M-LTX ESM ECO ACET,GALAO,"1,687.00",2.00,2.00,389.00,64.00,1.00,0%,231.00
31.05.038 - ESMALTE NOVA COR BRILH PLATINA GL,UNIDA,1.00,1.00,4.00,389.00,20.00,1.00,0%,222.00
ZZ.SV.042 - ESM COR & PROTECAO A C2 3.20,3.2L,6.00,5.00,7.00,389.00,16.00,1.00,0%,405.00
ZZ.SH.000 - REDE DE DORMIR - SUV - OUTRAS COLECOES - DECORA MATTE FO,16L,231.00,1.00,1.00,389.00,7.00,1.00,0%,275.00
25.11.016 - SUVINIL ACRILICO FOSCO LIMPEZA TOTAL BASE A LT,UNIDA,1.00,1.00,1.00,389.00,0.00,1.00,0%,294.00
13.07.078 - TEXTURA CROMANIL RELEVO ANIL C/ GLITTER 1/4,UNIDA,3.00,3.00,4.00,388.00,60.00,1.00,0%,44.00
ZZ.SH.117 - BASE F - WANDEPOXY,2.56L,2.00,2.00,2.00,388.00,45.00,1.00,0%,218.00
ZZ.SH.000 - AGULHA DE COSTURA - SUV - OUTRAS COLECOES - DECORA MATTE FO,16L,231.00,1.00,1.00,388.00,40.00,1.00,0%,275.00
"33.05.011 - TRINCHA TIGRE 519 2"";UNIDA;34;34;44; R$ 388",26,1.00,0.00,210.00,79.00,177.00,47.00,8419,0.30
31.04.016 - ESMALTE METALATEX ECO BRILH PRETO 1/4,UNIDA,11.00,11.00,11.00,388.00,10.00,1.00,0%,184.00
07.15.026 - TRINCHA ATLAS AT215 SEDA 2,UNIDA,15.00,12.00,13.00,387.00,11.00,1.00,0%,179.00
32.01.031 - SILEN-GOTAS TRANSPARENTE 4902,UNIDA,14.00,14.00,15.00,385.00,70.00,1.00,0%,196.00
ZZ.SW.000 - PEDRA DA SORTE - Z - SHERWIN - NOVO M-LTX ACR FS,GALAO,"1,687.00",1.00,2.00,384.00,76.00,1.00,0%,216.00
31.11.009 - METALATEX FSC LY LATA 16LT,UNIDA,1.00,1.00,1.00,383.00,97.00,1.00,0%,225.00
ZZ.SV.000 - PAPEL-MACHE - A2 - SELFCOLOR - FOSCO COMPLETO,16L,"1,574.00",1.00,1.00,383.00,77.00,1.00,0%,359.00
ZZ.SW.000 - BRANCO DO OLIMPO - XY - SHERWIN - NOVO M-LTX ACR FS,GALAO,"1,687.00",4.00,4.00,383.00,65.00,1.00,0%,216.00
31.24.020 - VERNIZ SW MARITIMO BR IMBUIA QUARTO,UNIDA,7.00,7.00,7.00,383.00,17.00,1.00,0%,223.00
25.03.004 - CASCOLA 750 GR,UNIDA,5.00,5.00,9.00,382.00,64.00,1.00,0%,219.00
ZZ.SW.000 - GELEIA DE CAQUI - Z - SHERWIN - NOVO M-LTX ACR FS,GALAO,"1,687.00",1.00,2.00,382.00,57.00,1.00,0%,234.00
25.03.009 - CASCOREZ COLA BRANCA  500 GRAMAS,UNIDA,21.00,21.00,22.00,381.00,63.00,1.00,0%,186.00
34.01.022 - MONOPOL CONSTRUCAO CINZA 400 GR,UNIDA,10.00,7.00,13.00,381.00,27.00,1.00,0%,184.00
ZZ.SH.000 - TACO DE GOLFE - LANGUAGE OF COLORS - - CORALIT ULTRA RESIST,3.2L,231.00,2.00,3.00,381.00,10.00,1.00,0%,217.00
ZZ.SW.000 - MATE AMARGO - VY - SHERWIN - NOVO M-LTX ACR FS,GALAO,"1,687.00",6.00,8.00,380.00,97.00,1.00,0%,212.00
ZZ.SV.000 - INVERNO AZUL - A2 - CORAL - FOSCO COMPLETO,3.2L,"1,574.00",1.00,2.00,380.00,76.00,1.00,0%,222.00
ZZ.SV.000 - CROMIO - MARMOR2 - SELFCOLOR - MASSA PARA EFEITOS /,2.88L,"1,574.00",2.00,3.00,380.00,42.00,1.00,0%,234.00
ZZ.SW.000 - DEIXA ROLAR - W - SHERWIN - M-LTX REQUINTE SUPER,GALAO,"1,687.00",2.00,2.00,380.00,8.00,1.00,0%,236.00
ZZ.SW.000 - NEVOA PASSAGEIRA - XY - SHERWIN - NOVO M-LTX ACR FS,LATA,"1,687.00",1.00,1.00,379.00,90.00,1.00,0%,248.00
ZZ.SV.000 - GRANIZO - MARMOR - SELFCOLOR - MASSA PARA EFEITOS /,2.88L,"1,574.00",1.00,3.00,379.00,31.00,1.00,0%,233.00
ZZ.SW.000 - AMANHECER ESMERALDA - XY - SHERWIN - M-LTX REQUINTE SUPER,LATA,"1,687.00",1.00,1.00,378.00,90.00,1.00,0%,272.00
16.03.014 - LIXA DE FERRO 36,UNIDA,36.00,29.00,100.00,378.00,43.00,1.00,0%,179.00
07.01.009 - CABO EXTENSOR REF.1700 - 3 MT  ATLAS,UNIDA,9.00,9.00,10.00,376.00,20.00,1.00,0%,140.00
ZZ.SW.000 - ORIGAMI WHITE - XY - SHERWIN - M-LTX REQUINTE SUPER,GALAO,"1,687.00",1.00,2.00,376.00,2.00,1.00,0%,203.00
ZZ.SW.000 - REDE PREGUICOSA - XY - SHERWIN - NOVO M-LTX ACR FS,GALAO,"1,687.00",5.00,5.00,375.00,53.00,1.00,0%,238.00
ZZ.SH.000 - FOLHA DE COBRE - LANGUAGE OF COLORS - - DECORA MATTE FO,3.2L,231.00,2.00,2.00,375.00,0.00,1.00,0%,223.00
35.01.005 - SELADOR ACRILICO DACAR LATA,LATA,7.00,4.00,5.00,373.00,74.00,1.00,0%,244.00
ZZ.SW.000 - INDIGO - W - SHERWIN - NOVO M-LTX ACR FS,GALAO,"1,687.00",5.00,6.00,373.00,73.00,1.00,0%,240.00
ZZ.SV.000 - SESSAO DE CINEMA - A2 - SELFCOLOR - FOSCO COMPLETO,3.2L,"1,574.00",3.00,4.00,373.00,28.00,1.00,0%,199.00
ZZ.SV.000 - PORTO AZUL - C2 - CORAL - FOSCO COMPLETO,3.2L,"1,574.00",2.00,2.00,373.00,19.00,1.00,0%,215.00
ZZ.SW.000 - CHAVE DE FENDA - XY - SHERWIN - M-LTX REQUINTE SUPER,LATA,"1,687.00",1.00,1.00,371.00,40.00,1.00,0%,273.00
ZZ.SW.000 - MANJAR DOS DEUSES - XY - SHERWIN - M-LTX ESM ECO ACET,GALAO,"1,687.00",2.00,4.00,371.00,21.00,1.00,0%,217.00
07.15.032 - TRINCHA ATLAS 417  1 1/2,UNIDA,44.00,41.00,43.00,370.00,72.00,1.00,0%,173.00
ZZ.SV.000 - NANQUIM - B2 - SELFCOLOR - ESMALTE COR & PROTEC,3.2L,"1,574.00",2.00,3.00,370.00,24.00,1.00,0%,232.00
99.99.998 - RESINA FUSEPROTEC SEMI BRILHO GL,UNIDA,1.00,1.00,2.00,370.00,0.00,1.00,0%,260.00
ZZ.SV.000 - JASPE - C2 - SELFCOLOR - FOSCO COMPLETO,3.2L,"1,574.00",2.00,2.00,369.00,77.00,1.00,0%,264.00
ZZ.SW.000 - CANVAS TAN - XY - SHERWIN - NOVO M-LTX ACR FS,LATA,"1,687.00",1.00,1.00,368.00,92.00,1.00,0%,276.00
07.01.013 - DESEMPENADEIRA DE ACO LISA ATLAS,UNIDA,11.00,11.00,11.00,368.00,74.00,1.00,0%,165.00
ZZ.SV.000 - NOZ-MOSCADA - B2 - SELFCOLOR - FOSCO COMPLETO,3.2L,"1,574.00",4.00,4.00,368.00,64.00,1.00,0%,238.00
20.02.001 - ESMALTE LUKS ACET AGUA BASE B GL,UNIDA,2.00,2.00,4.00,368.00,0.00,1.00,0%,226.00
ZZ.SW.000 - IVORY TUSK - XY - SHERWIN - M-LTX REQUINTE SUPER,LATA,"1,687.00",1.00,1.00,367.00,75.00,1.00,0%,254.00
ZZ.SW.000 - PLANICIE COSTEIRA - E - SHERWIN - NOVACOR ACR FS,LATA,"1,687.00",2.00,2.00,367.00,65.00,1.00,0%,241.00
ZZ.SV.000 - DOCE DE FIGO - C2 - SELFCOLOR - ESMALTE COR & PROTEC,3.2L,"1,574.00",1.00,3.00,367.00,47.00,1.00,0%,244.00
ZZ.SW.000 - GOLFINHO - XY - SHERWIN - NOVO M-LTX ACR FS,GALAO,"1,687.00",2.00,3.00,367.00,27.00,1.00,0%,201.00
ZZ.SW.000 - CROMIO - XY - SHERWIN - NOVO M-LTX ACR FS,LATA,"1,687.00",1.00,1.00,366.00,56.00,1.00,0%,282.00
12.03.095 - MASSA CORRIDA PVA CORAL 1/4,UNIDA,23.00,23.00,24.00,366.00,34.00,1.00,0%,140.00
31.23.032 - NOVA COR PISO VERMELHO 1/4,UNIDA,13.00,13.00,15.00,365.00,43.00,0.00,90%,187.00
ZZ.SW.000 - TONINHAS - Z - SHERWIN - M-LTX ESM ECO ACET,GALAO,"1,687.00",2.00,2.00,365.00,18.00,0.00,90%,214.00
ZZ.SW.000 - PAPEL-CREPOM - XY - SHERWIN - NOVO M-LTX ACR FS,LATA,"1,687.00",1.00,1.00,365.00,0.00,0.00,90%,245.00
ZZ.SW.000 - EXOTIC BLOSSOM - XY - SHERWIN - NOVO M-LTX ACR FS,LATA,"1,687.00",1.00,1.00,364.00,90.00,0.00,90%,281.00
ZZ.SW.000 - REALEZA AZUL - W - SHERWIN - M-LTX ESM ECO ACET,GALAO,"1,687.00",3.00,3.00,364.00,76.00,0.00,90%,220.00
ZZ.SW.000 - POMBA BRANCA - XY - SHERWIN - M-LTX ESM ECO ACET,GALAO,"1,687.00",4.00,4.00,364.00,23.00,0.00,90%,344.00
31.05.015 - ESMALTE NOVA COR BRILH AMARELO 1/4,UNIDA,12.00,12.00,12.00,364.00,22.00,0.00,90%,180.00
34.01.021 - VIAPLUS TOP (VEDAJA) CX 18 KG,UNIDA,3.00,3.00,7.00,364.00,16.00,0.00,90%,206.00
34.01.029 - VEDALAGE PRETO GL,UNIDA,5.00,5.00,7.00,363.00,30.00,0.00,90%,226.00
ZZ.SV.000 - CAMINHO DE BRITA - A2 - SELFCOLOR - FOSCO COMPLETO,3.2L,"1,574.00",2.00,2.00,362.00,5.00,0.00,90%,212.00
30.02.003 - EXTERMINADOR DE CUPIM 0,400 ML SPRAY,UNIDA,11.00,11.00,12.00,362.00,1.00,0,0.90
35.01.005 - DACAR SELADOR ACRILICO LATA,LATA,7.00,3.00,5.00,361.00,70.00,0.00,90%,369.00
ZZ.SH.000 - PRAIA - LANGUAGE OF COLORS - - DECORA MATTE FO,16L,231.00,1.00,1.00,361.00,62.00,0.00,90%,265.00
ZZ.SV.000 - CEREJA - C2 - SELFCOLOR - TOQUE DE SEDA,3.2L,"1,574.00",1.00,1.00,361.00,3.00,0.00,90%,248.00
02.01.015 - DESEMPENADEIRA ACO LISA FECHADA COMPEL,UNIDA,20.00,20.00,20.00,359.00,47.00,0.00,90%,215.00
ZZ.SW.000 - UVA EXUBERANTE - W - SHERWIN - M-LTX ESM SINT ACET,GALAO,"1,687.00",1.00,2.00,359.00,8.00,0.00,90%,218.00
11.03.020 - SPRAY ARTE URBANA AZUL EUROPEIA,UNIDA,16.00,16.00,16.00,357.00,49.00,0.00,90%,231.00
ZZ.SH.000 - TEMPESTADE DE VERAO - LANGUAGE OF COLORS - - DECORA MATTE FO,3.2L,231.00,3.00,5.00,355.00,30.00,0.00,90%,240.00
ZZ.SH.000 - VEGETACAO LACUSTRE - LANGUAGE OF COLORS - - DECORA MATTE FO,3.2L,231.00,2.00,2.00,355.00,20.00,0.00,90%,199.00
31.05.011 - ESMALTE NOVA COR BRILH ALUMINIO GL,UNIDA,3.00,3.00,3.00,355.00,0.00,0.00,90%,192.00
ZZ.SW.000 - QUEBRA-NOZES - Z - SHERWIN - M-LTX REQUINTE SUPER,GALAO,"1,687.00",2.00,3.00,354.00,29.00,0.00,90%,209.00
ZZ.SW.000 - VERDE SINGULAR - XY - SHERWIN - M-LTX REQUINTE SUPER,GALAO,"1,687.00",1.00,2.00,354.00,6.00,0.00,90%,201.00
ZZ.SW.000 - NEVOA DO PACIFICO - XY - SHERWIN - NOVO M-LTX ACR FS,LATA,"1,687.00",1.00,1.00,353.00,57.00,0.00,90%,265.00
