Produtos;Embal;Operacoeses Comerciais;Itens Vendidos;Quantidade;Valor;% Part.;Custo Total;$ Lucrativ.;% Lucrativ.
ZZ.SV.000 - CARTAO-POSTAL - B2 - SELFCOLOR - TOQUE DE SEDA;3.2L;1574;1;1;R$ 134;45;0;30%;R$ 134
ZZ.SW.000 - JOVIAL - LY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;1;1;R$ 134;45;0;30%;R$ 80
ZZ.SW.000 - NUVEM DE TEMPESTADE - Z - SHERWIN - M-LTX REQUINTE SUPER;GALAO;1687;1;1;R$ 134;41;0;30%;R$ 82
ZZ.SW.000 - WILD LIME - XY - SHERWIN - M-LTX REQUINTE SUPER;GALAO;1687;1;1;R$ 134;29;0;30%;R$ 81
37.01.004 - BOTINA DE ELASTANO 41;UNIDA;2;2;2;R$ 134;13;0;30%;R$ 67
ZZ.SW.000 - DEIXA CHOVER - XY - SHERWIN - M-LTX REQUINTE SUPER;GALAO;1687;1;1;R$ 134;3;0;30%;R$ 83
ZZ.SV.000 - ARRANHA-CEU - C2 - SELFCOLOR - ESMALTE COR & PROTEC;3.2L;1574;1;1;R$ 134;1;0;30%;R$ 77
16.03.004 - LIXA D'AGUA  N| 150;UNIDA;33;8;79;R$ 133;98;0;30%;R$ 43
ZZ.SH.000 - CINZA TWEED - LANGUAGE OF COLORS - - DECORA MATTE FO;3.2L;231;1;1;R$ 133;70;0;30%;R$ 78
ZZ.SW.000 - VENTOS UIVANTES - Z - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;3;3;R$ 133;51;0;30%;R$ 103
ZZ.SV.000 - SEMPRE-VIVA - B2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;2;2;R$ 133;20;0;30%;R$ 72
ZZ.SW.000 - MEMORABLE ROSE SW 6311 CLR MET REQ SUP ACET - COLOR METALATEX REQU - SUPERLAVAVEL ACETINA;3.2L;1687;1;1;R$ 133;16;0;30%;R$ 64
ZZ.SW.000 - LUA DE PRATA - XY - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;2;3;R$ 132;82;0;30%;R$ 73
16.03.018 - LIXA DE FERRO  N| 080;UNIDA;74;12;38;R$ 132;66;0;30%;R$ 43
07.02.001 - RASPADOR ATLAS 6CM;UNIDA;6;6;6;R$ 132;60;0;30%;R$ 60
ZZ.SW.000 - MUSICA CLASSICA - XY - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;2;3;R$ 132;58;0;30%;R$ 75
ZZ.SW.000 - GARDENIA - XY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;1;1;R$ 132;45;0;30%;R$ 74
ZZ.SW.000 - AVERMELHADO - Z - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;1;1;R$ 132;42;0;30%;R$ 83
ZZ.SW.000 - C-54YR 42/452 - W - SHERWIN - M-LTX REQUINTE SUPER;GALAO;1687;1;1;R$ 132;35;0;30%;R$ 94
02.02.007 - PINCEL AMARELO 14;UNIDA;17;17;18;R$ 132;29;0;30%;R$ 25
ZZ.SV.000 - CIMENTO QUEIMADO - A2 - CORAL - FOSCO COMPLETO;800ML;1574;1;2;R$ 132;2;0;30%;R$ 81
ZZ.SH.000 - FLOR OCEANICA - LANGUAGE OF COLORS - - DECORA MATTE FO;800ML;231;1;2;R$ 131;92;0;30%;R$ 75
11.03.125 - SPRAY SW3;UNIDA;6;6;7;R$ 131;86;0;30%;R$ 78
ZZ.SV.000 - JEANS LAVADO - B2 - SELFCOLOR - TESTE SUA COR;200ML;1574;7;7;R$ 131;79;0;30%;R$ 73
ZZ.SV.000 - RUA DAS PEDRAS - B2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;1;R$ 131;78;0;30%;R$ 97
ZZ.SV.000 - MOGNO - C2 - SELFCOLOR - ESMALTE COR & PROTEC;3.2L;1574;1;1;R$ 131;77;0;30%;R$ 136
07.06.003 - LUVA NITRILICA G;UNIDA;6;6;7;R$ 131;73;0;30%;R$ 82
ZZ.SV.000 - BATIDA DE UVA - A2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;1;R$ 131;50;0;30%;R$ 103
ZZ.SW.000 - VIOLETA DESLUMBRANTE - Z - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;1;1;R$ 131;13;0;30%;R$ 75
ZZ.SV.000 - TACA REAL - B2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;1;R$ 130;91;0;30%;R$ 97
ZZ.SV.000 - CRAVINA ROSA - B2 - SELFCOLOR - ESMALTE SECA RAPIDO;3.2L;1574;1;1;R$ 130;90;0;30%;R$ 90
ZZ.SV.000 - ZEPELIM - A2 - CORAL - FOSCO COMPLETO;3.2L;1574;1;1;R$ 130;55;0;30%;R$ 80
ZZ.SW.000 - ARGOS - XY - SHERWIN - M-LTX ESM ECO ACET;GALAO;1687;1;1;R$ 130;53;0;30%;R$ 77
ZZ.SW.000 - RENDA MARFIM - XY - SHERWIN - M-LTX ESM ECO ACET;GALAO;1687;2;2;R$ 130;52;0;30%;R$ 66
ZZ.SV.000 - SORRISO DE CRIANCA - A2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;1;R$ 130;45;0;30%;R$ 93
ZZ.SH.000 - PAISAGEM FRIA - LANGUAGE OF COLORS - - RENDE MUITO;3.2L;231;2;2;R$ 130;30;0;30%;R$ 73
02.01.019 - ESPONJA ABRASIVA FINA;UNIDA;22;22;25;R$ 130;20;0;30%;R$ 49
11.03.062 - SPRAY ARTE URBANA VERDE MATA;UNIDA;6;6;6;R$ 130;9;0;30%;R$ 79
02.05.002 - ROLO LA COMPEL 1223 - 23CM;UNIDA;2;2;5;R$ 130;0;0;30%;R$ 130
ZZ.SW.000 - EXTRA BRANCO - XY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;1;1;R$ 129;86;0;30%;R$ 72
ZZ.SW.000 - CINZA CONSCIENTE - XY - SHERWIN - M-LTX ESM ECO ACET;GALAO;1687;1;1;R$ 129;74;0;30%;R$ 125
ZZ.SH.000 - VENTO REFRESCANTE - LANGUAGE OF COLORS - - DECORA MATTE FO;3.2L;231;1;1;R$ 129;70;0;30%;R$ 70
ZZ.SV.000 - PETUNIA BRANCA - A2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;1;R$ 129;64;0;30%;R$ 92
ZZ.SW.000 - FEITICO DO TEMPO - Z - SHERWIN - M-LTX ACR FS;QUART;1687;2;3;R$ 129;60;0;30%;R$ 175
02.02.004 - PINCEL AMARELO 08;UNIDA;21;21;24;R$ 129;50;0;30%;R$ 20
38.01.002 - LIMPA PORCELANATO SANOL PRO 1LT;UNIDA;6;6;6;R$ 129;50;0;30%;R$ 50
ZZ.SV.000 - LUAR - A2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;1;R$ 129;42;0;30%;R$ 92
ZZ.SH.000 - IMENSIDAO CINZA - LANGUAGE OF COLORS - - DECORA MATTE FO;3.2L;231;1;1;R$ 129;20;0;30%;R$ 75
13.07.002 - KIT 1/4 CIMENTO QUEIMADO CORES ESCURAS;UNIDA;2;1;1;R$ 129;10;0;30%;R$ 124
ZZ.SW.000 - A TARDE - E - SHERWIN - NOVACOR ACR FS;GALAO;1687;2;2;R$ 128;86;0;30%;R$ 71
ZZ.SV.000 - CACTO - C2 - SELFCOLOR - ESMALTE SECA RAPIDO;3.2L;1574;1;1;R$ 128;84;0;30%;R$ 91
ZZ.SV.000 - PRETO ABSOLUTO - C2 - SELFCOLOR - ESMALTE MULTISUPERFI;800ML;1574;2;2;R$ 128;80;0;30%;R$ 73
ZZ.SV.092 - TQ DE SEDA B2 3.20;3.2L;1;1;1;R$ 128;80;0;30%;R$ 80
ZZ.SV.000 - CAPITOLIO - A2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;1;R$ 128;72;0;30%;R$ 79
ZZ.SV.000 - BANHOS TERMAIS - A2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;1;R$ 128;68;0;30%;R$ 91
ZZ.SW.000 - MERGULHO EM NORONHA - Z - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;2;R$ 128;63;0;30%;R$ 73
ZZ.SV.000 - MEDALHA DE BRONZE - B2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;1;R$ 128;55;0;30%;R$ 96
ZZ.SV.000 - TRANSICAO - A2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;1;R$ 128;55;0;30%;R$ 91
ZZ.SW.000 - SOFTWARE - Z - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;1;1;R$ 128;33;0;30%;R$ 114
ZZ.SV.000 - FLORESTA TEMPERADA - C2 - SELFCOLOR - ESMALTE SECA RAPIDO;3.2L;1574;1;1;R$ 128;32;0;30%;R$ 91
ZZ.SW.000 - MELODIA NO JARDIM - VY - SHERWIN - M-LTX REQUINTE SUPER;GALAO;1687;1;1;R$ 128;27;0;30%;R$ 91
07.01.021 - ESPATULA  ATLAS  6155 ACO INOX 12;5 CM;UNIDA;4;4;4;R$ 128;0;0;30%
21.04.003 - FOSFATOX 300ML;UNIDA;6;6;6;R$ 128;0;0;30%;R$ 29
32.01.034 - TELA MAGIK MOSQUITEIRO 7666;UNIDA;3;3;4;R$ 128;0;0;30%;R$ 57
ZZ.SV.000 - FULIGEM - C2 - SELFCOLOR - ESMALTE SECA RAPIDO;3.2L;1574;1;1;R$ 128;0;0;30%;R$ 91
ZZ.SW.000 - BRIGHT SPRING - W - SHERWIN - M-LTX ESM ECO ACET;GALAO;1687;1;1;R$ 127;96;0;30%;R$ 88
ZZ.SW.000 - CINZA TECNOLOGICO - XY - SHERWIN - M-LTX REQUINTE SUPER;GALAO;1687;1;1;R$ 127;94;0;30%;R$ 77
ZZ.SV.000 - PRATA - A2 - SELFCOLOR - TESTE SUA COR;200ML;1574;7;7;R$ 127;93;0;30%;R$ 65
ZZ.SV.000 - ROSA-CREMOSO - A2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;1;R$ 127;78;0;30%;R$ 89
ZZ.SV.000 - TEIA DE ARANHA - A2 - SELFCOLOR - TOQUE DE SEDA;3.2L;1574;1;1;R$ 127;77;0;30%;R$ 97
ZZ.SW.000 - AMBER GRAIN - XY - SHERWIN - M-LTX REQUINTE SUPER;GALAO;1687;1;1;R$ 127;74;0;30%;R$ 72
ZZ.SV.000 - QUARTO DE BEBE - A2 - SELFCOLOR - ESMALTE SECA RAPIDO;3.2L;1574;1;1;R$ 127;64;0;30%;R$ 127
ZZ.SV.000 - D144 - A2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;1;R$ 127;58;0;30%;R$ 99
32.01.018 - FELTRO SINTETICO CIRCULAR PRETO 4337;UNIDA;9;9;10;R$ 127;55;0;30%;R$ 35
23.01.025 - PINO BRANCO SEM PROTECAO;UNIDA;9;9;13;R$ 127;40;0;30%;R$ 127
02.02.002 - PINCEL AMARELO 04;UNIDA;23;23;28;R$ 127;35;0;30%;R$ 18
ZZ.SW.000 - FORCA DAS ONDAS SW 7605 MET ACR FOSCO - METALATEX ACRILICO;3.2L;1687;1;1;R$ 127;32;0;30%;R$ 75
ZZ.SW.000 - BEM-CASADO - XY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;1;1;R$ 127;31;0;30%;R$ 73
ZZ.SV.000 - SIERRA - B2 - CORAL - FOSCO COMPLETO;3.2L;1574;1;1;R$ 127;27;0;30%;R$ 93
ZZ.SV.000 - RECO-RECO - A2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;1;R$ 127;6;0;30%;R$ 93
25.03.011 - CASCOREZ MADEIRA 250G;UNIDA;8;8;8;R$ 126;80;0;30%;R$ 65
ZZ.SV.000 - AZUL-BEBE - A2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;1;R$ 126;79;0;30%;R$ 78
ZZ.SW.000 - SOLDADO IMPERIAL - Z - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;1;1;R$ 126;51;0;30%;R$ 75
ZZ.SW.000 - DIVA BLUE - XY - SHERWIN - M-LTX ESM ECO ACET;GALAO;1687;1;1;R$ 126;48;0;30%;R$ 74
ZZ.SV.000 - CAIPIRINHA - B2 - SELFCOLOR - TOQUE DE SEDA;3.2L;1574;1;1;R$ 126;45;0;30%;R$ 87
ZZ.SW.000 - TRILHO DE TREM - XY - SHERWIN - M-LTX REQUINTE SUPER;GALAO;1687;1;1;R$ 126;45;0;30%;R$ 77
31.05.033 - ESMALTE NOVA COR BRILH MARROM 1/16;UNIDA;10;10;10;R$ 126;44;0;30%;R$ 49
ZZ.SW.000 - CITRUS - VY - SHERWIN - M-LTX REQUINTE SUPER;GALAO;1687;1;1;R$ 126;44;0;30%;R$ 79
ZZ.SW.000 - ELEFANTE - XY - SHERWIN - M-LTX ESM SINT ACET;GALAO;1687;1;1;R$ 126;31;0;30%;R$ 75
ZZ.SV.000 - PUDIM DE LEITE - A2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;1;R$ 126;23;0;30%;R$ 92
ZZ.SH.000 - AMANHECER NA PRAIA - LANGUAGE OF COLORS - - DECORA MATTE FO;3.2L;231;1;1;R$ 126;20;0;30%;R$ 70
ZZ.SW.000 - PRIMER P2 - F - SHERWIN - NOVACOR ACR FS;GALAO;1687;4;4;R$ 126;20;0;30%;R$ 145
ZZ.SV.000 - PATATIVA - C2 - SELFCOLOR - ESMALTE SECA RAPIDO;3.2L;1574;1;1;R$ 126;18;0;30%;R$ 84
ZZ.SV.000 - GRUTA - B2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;1;R$ 126;4;0;30%;R$ 92
06.03.002 - PILHA AAA ENERGIZER MAX C/ 2;UNIDA;38;5;9;R$ 126;0;0;30%;R$ 47
32.01.036 - PORTA STOP 1167;UNIDA;5;5;7;R$ 126;0;0;30%;R$ 43
ZZ.SW.000 - NEVOA DA MANHA - XY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;1;1;R$ 125;97;0;30%;R$ 75
ZZ.SW.000 - APOSTA DOURADA - VY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;1;1;R$ 125;82;0;30%;R$ 112
ZZ.SW.000 - PARAISO ESCONDIDO - F - SHERWIN - NOVACOR ACR FS;GALAO;1687;1;1;R$ 125;80;0;30%;R$ 77
ZZ.SW.000 - PRATA - E - SHERWIN - NOVACOR ACR FS;GALAO;1687;2;3;R$ 125;76;0;30%;R$ 69
ZZ.SW.000 - TERNO CINZA - Z - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;1;1;R$ 125;63;0;30%;R$ 89
07.07.004 - MASCARA AZUL SEM VALVULA DELTA;UNIDA;21;10;21;R$ 125;42;0;30%;R$ 46
ZZ.SW.000 - VENTO LEVOU - Z - SHERWIN - M-LTX REQUINTE SUPER;QUART;1687;2;2;R$ 125;42;0;30%;R$ 71
07.01.030 - MEXEDOR DE PLASTICO ATLAS;UNIDA;20;20;22;R$ 125;40;0;30%;R$ 38
ZZ.SW.000 - PRIMER P6 - Z - SHERWIN - M-LTX ESM ECO ACET;GALAO;1687;1;1;R$ 125;39;0;30%;R$ 77
ZZ.SW.000 - ROSA SINFONIA - XY - SHERWIN - M-LTX REQUINTE SUPER;GALAO;1687;1;1;R$ 125;14;0;30%;R$ 75
ZZ.SV.000 - CASQUINHA DE SORVETE - A2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;1;R$ 125;1;0;30%;R$ 76
ZZ.SW.000 - AMARELO DIVERTIDO - XY - SHERWIN - M-LTX ACR SB;GALAO;1687;1;1;R$ 125;0;0;30%;R$ 79
25.09.015 - FITA SILVER TAPE PRATA 48X05M;UNIDA;11;11;11;R$ 124;85;0;30%;R$ 61
ZZ.SW.000 - PATO BRANCO - XY - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;3;3;R$ 124;84;0;30%;R$ 67
16.02.004 - FITA DUPLA FACE DOBLE A 12MM X 5M;UNIDA;7;7;9;R$ 124;83;0;30%;R$ 38
ZZ.SV.000 - VERDE-PLASTICO - A2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;1;R$ 124;82;0;30%;R$ 76
ZZ.SW.000 - SEMPRE CHIQUE - Z - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;3;3;R$ 124;78;0;30%;R$ 72
33.04.003 - ROLO LA TIGRE  1312;UNIDA;9;7;7;R$ 124;60;0;30%;R$ 29
34.01.017 - FUSEPROTEC PAREDE  GL;UNIDA;6;2;2;R$ 124;60;0;30%;R$ 73
ZZ.SW.000 - JOVIAL SW 6611 CLR MET ACR FOSCO - COLOR METALATEX ACRI;3.2L;1687;1;1;R$ 124;55;0;30%;R$ 68
11.03.032 - SPRAY ARTE URBANA CABO VERDE;UNIDA;5;5;6;R$ 124;50;0;30%;R$ 79
11.03.066 - SPRAY ARTE URBANA VERDE NEON;UNIDA;6;6;6;R$ 124;50;0;30%;R$ 79
ZZ.SH.000 - BRANCO CHINCHILA - LANGUAGE OF COLORS - - DECORA MATTE FO;3.2L;231;1;1;R$ 124;50;0;30%;R$ 71
ZZ.SV.000 - GOIABA - B2 - SELFCOLOR - ESMALTE MULTISUPERFI;800ML;1574;2;2;R$ 124;48;0;30%;R$ 65
ZZ.SV.000 - AZULEJO DE CASA - A2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;1;R$ 124;46;0;30%;R$ 76
ZZ.SW.000 - ERVA DOCE - XY - SHERWIN - M-LTX REQUINTE SUPER;GALAO;1687;1;1;R$ 124;12;0;30%;R$ 75
ZZ.SW.000 - VERDE BOTANICO - XY - SHERWIN - M-LTX ESM ECO ACET;GALAO;1687;1;1;R$ 124;5;0;30%;R$ 64
13.07.002 - KIT CIMENTO QUEIMADO 1/4 + VERNIZ 1/4 ESCURAS;UNIDA;2;1;1;R$ 124;0;0;30%;R$ 124
ZZ.SW.000 - CISNE NEGRO - W - SHERWIN - M-LTX ESM SINT ACET;GALAO;1687;1;1;R$ 123;98;0;30%;R$ 79
21.06.005 - MASSA F12 CEREJEIRA 1/16;UNIDA;10;10;10;R$ 123;86;0;30%;R$ 55
ZZ.SW.000 - C-45YY 71/567 - Z - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;1;1;R$ 123;82;0;30%;R$ 76
ZZ.SH.000 - CINZA FOSSIL - LANGUAGE OF COLORS - - DECORA MATTE FO;3.2L;231;1;1;R$ 123;80;0;30%;R$ 71
ZZ.SH.000 - ENCANTO - LANGUAGE OF COLORS - - CORALIT ULTRA RESIST;800ML;231;2;2;R$ 123;80;0;30%;R$ 72
ZZ.SW.000 - OLIVA VIGOROSO - VY - SHERWIN - M-LTX REQUINTE SUPER;GALAO;1687;1;1;R$ 123;78;0;30%;R$ 73
ZZ.SW.000 - MINIMAL WHITE - XY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;1;1;R$ 123;65;0;30%;R$ 69
ZZ.SW.000 - CHAPEU PRETO - W - SHERWIN - M-LTX REQUINTE SUPER;QUART;1687;2;2;R$ 123;55;0;30%;R$ 70
ZZ.SW.000 - CINZA TECNOLOGICO - Z - SHERWIN - M-LTX ESM SINT ACET;GALAO;1687;1;1;R$ 123;49;0;30%;R$ 74
ZZ.SW.000 - CINZA SURPRESA - XY - SHERWIN - M-LTX REQUINTE SUPER;GALAO;1687;1;1;R$ 123;43;0;30%;R$ 74
ZZ.SW.000 - VERDES VALES - W - SHERWIN - M-LTX REQUINTE SUPER;QUART;1687;1;2;R$ 123;38;0;30%;R$ 71
ZZ.SV.000 - CALCADAO DE PRAIA - B2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;1;R$ 123;20;0;30%;R$ 79
ZZ.SW.000 - MARROM CONHAQUE - W - SHERWIN - M-LTX ESM SINT ACET;GALAO;1687;1;1;R$ 123;14;0;30%;R$ 79
ZZ.SH.000 - JARDIM BOTANICO - LANGUAGE OF COLORS - - CORALIT ULTRA RESIST;3.2L;231;1;1;R$ 123;10;0;30%;R$ 71
25.11.002 - SUVINIL ACR FSC BASE A GL;UNIDA;1;1;1;R$ 123;0;0;30%;R$ 64
ZZ.SW.000 - CAMALEAO - XY - SHERWIN - M-LTX ESM ECO ACET;GALAO;1687;1;1;R$ 122;96;0;30%;R$ 115
ZZ.SH.000 - BRANCO GELO - RM - READY MIX - CORALIT ULTRA RESIST;3.2L;231;1;1;R$ 122;90;0;30%;R$ 72
ZZ.SV.000 - PASTA DE AMENDOIM - A2 - SELFCOLOR - ESMALTE COR & PROTEC;3.2L;1574;1;1;R$ 122;87;0;30%;R$ 76
ZZ.SW.000 - CAVERNA - Z - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;2;3;R$ 122;82;0;30%;R$ 74
ZZ.SV.000 - BICO-DE-TUCANO - C2 - SELFCOLOR - ESMALTE SECA RAPIDO;800ML;1574;2;2;R$ 122;76;0;30%;R$ 74
ZZ.SW.000 - FORCA DAS MARES - XY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;1;1;R$ 122;74;0;30%;R$ 75
ZZ.SW.000 - MARFIM - XY - SHERWIN - M-LTX ACR SB;GALAO;1687;1;1;R$ 122;67;0;30%;R$ 77
ZZ.SV.000 - MANTA DE BEBE - A2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;1;R$ 122;57;0;30%;R$ 96
ZZ.SW.000 - RUCULA - VY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;1;1;R$ 122;55;0;30%;R$ 65
ZZ.SW.000 - AZUL NEBLINA - XY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;1;1;R$ 122;52;0;30%;R$ 74
ZZ.SV.041 - ESM COR & PROTECAO A C2 0.80;800ML;3;3;4;R$ 122;48;0;30%;R$ 62
ZZ.SW.000 - CINZA INDISPENSAVEL - XY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;1;1;R$ 122;46;0;30%;R$ 72
ZZ.SV.000 - ROSA-FLORAL - B2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;1;R$ 122;41;0;30%;R$ 93
ZZ.SV.000 - INVERNO GELADO - A2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;2;2;R$ 122;14;0;30%;R$ 66
ZZ.SV.000 - MANTEIGA FRESCA - A2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;1;R$ 122;9;0;30%;R$ 84
ZZ.SV.000 - TALISMA - A2 - CORAL - FOSCO COMPLETO;800ML;1574;1;2;R$ 122;8;0;30%;R$ 71
ZZ.SW.000 - TEMPO CERTO - W - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;2;R$ 122;8;0;30%;R$ 70
ZZ.SV.000 - CINZA TWEED - C2 - CORAL - FOSCO COMPLETO;3.2L;1574;1;1;R$ 121;90;0;30%;R$ 127
ZZ.SW.000 - BRANCO MODERNO - XY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;1;1;R$ 121;86;0;30%;R$ 68
ZZ.SW.000 - RAMA DE SALVIA - XY - SHERWIN - M-LTX REQUINTE SUPER;QUART;1687;2;3;R$ 121;86;0;30%;R$ 155
ZZ.SW.000 - C-60YR 13/371 - W - SHERWIN - M-LTX ESM SINT ALTO;GALAO;1687;1;1;R$ 121;81;0;30%;R$ 78
ZZ.SV.000 - LUZ DO LUAR - A2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;2;R$ 121;60;0;30%;R$ 65
ZZ.SW.000 - PAVE SENSACAO - XY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;1;1;R$ 121;52;0;30%;R$ 71
ZZ.SW.000 - INVERNO CINZENTO - XY - SHERWIN - M-LTX ESM SINT ACET;GALAO;1687;2;2;R$ 121;43;0;30%;R$ 75
ZZ.SV.000 - CHUVA DE VERAO - A2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;1;R$ 121;29;0;30%;R$ 84
ZZ.SW.000 - PALHA - XY - SHERWIN - M-LTX ACR SB;GALAO;1687;1;1;R$ 121;23;0;30%;R$ 76
ZZ.SH.000 - PITANGA MADURA - LANGUAGE OF COLORS - - DECORA MATTE FO;800ML;231;1;2;R$ 121;20;0;30%;R$ 69
ZZ.SV.000 - ELEFANTE - A2 - SELFCOLOR - ESMALTE COR & PROTEC;3.2L;1574;1;1;R$ 121;0;0;30%;R$ 91
ZZ.SW.063 - CLR MET TEX - LISO - Z/W;14L;1;1;1;R$ 120;90;0;30%;R$ 86
ZZ.SW.000 - C-10YR 51/138 - XY - SHERWIN - M-LTX ESM ECO ACET;GALAO;1687;1;1;R$ 120;77;0;30%;R$ 71
ZZ.SV.000 - SERRA GAUCHA - C2 - SELFCOLOR - TOQUE DE SEDA;800ML;1574;2;2;R$ 120;72;0;30%;R$ 70
ZZ.SW.000 - BRANCO SIMPATIA - XY - SHERWIN - M-LTX REQUINTE SUPER;GALAO;1687;1;1;R$ 120;63;0;30%;R$ 68
ZZ.SV.000 - CANCAO DE NINAR - A2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;1;R$ 120;51;0;30%;R$ 96
ZZ.SW.000 - VERDE MATINE - Z - SHERWIN - M-LTX ESM SINT ACET;GALAO;1687;1;1;R$ 120;50;0;30%;R$ 72
ZZ.SW.000 - RETICENCIAS - XY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;1;1;R$ 120;24;0;30%;R$ 71
ZZ.SW.000 - CONTEMPLACAO - XY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;1;1;R$ 120;16;0;30%;R$ 77
ZZ.SV.000 - ELEFANTE - A2 - SELFCOLOR - ESMALTE SECA RAPIDO;3.2L;1574;1;1;R$ 120;12;0;30%;R$ 76
ZZ.SW.000 - NUDE - XY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;1;1;R$ 120;7;0;30%;R$ 65
ZZ.SW.000 - TERRACOTA - W - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;3;3;R$ 120;5;0;30%;R$ 70
06.03.004 - PILHA D ENERGIZER MAX;UNIDA;4;4;5;R$ 120;0;0;30%;R$ 85
25.07.008 - ESMALTE SUVINIL AC BASE C GL;UNIDA;1;1;1;R$ 120;0;0;30%;R$ 43
ZZ.SH.000 - FADA AZUL - LANGUAGE OF COLORS - - DECORA MATTE FO;3.2L;231;1;1;R$ 120;0;0;30%;R$ 68
ZZ.SW.000 - PALMIER - XY - SHERWIN - M-LTX REQUINTE SUPER;GALAO;1687;1;1;R$ 120;0;0;30%;R$ 76
16.03.005 - LIXA DïAGUA 180;UNIDA;15;13;59;R$ 119;90;0;30%;R$ 47
ZZ.SV.000 - MAR NOTURNO - C2 - SELFCOLOR - TESTE SUA COR;200ML;1574;6;6;R$ 119;87;0;30%;R$ 63
ZZ.SV.000 - FOCINHO DE GATO - A2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;1;R$ 119;77;0;30%;R$ 94
ZZ.SV.000 - OVELHA - A2 - SELFCOLOR - TESTE SUA COR;200ML;1574;6;6;R$ 119;44;0;30%;R$ 57
12.02.002 - HAMMERITE BRANCO A/B 1/4;UNIDA;2;2;2;R$ 119;40;0;30%;R$ 61
32.01.007 - FELTRO DE LA CIRCULAR BEJE 4130;UNIDA;8;8;10;R$ 119;21;0;30%;R$ 41
ZZ.SV.000 - AR PURO - A2 - SELFCOLOR - TOQUE DE SEDA;800ML;1574;1;2;R$ 119;14;0;30%;R$ 66
ZZ.SW.000 - CARNAVAL - VY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;1;1;R$ 119;10;0;30%;R$ 67
ZZ.SW.000 - VERDE IONICO - XY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;1;1;R$ 119;9;0;30%;R$ 65
